reviews,price,drink,dessert,service,customers,interior,view,parking,etc,trash
구수,,1,,,,,,,,
넘 맛있는 인생 라떼,,1,,,,,,,,
흑임자 라떼 유명하 대서 먹어 봤는데 진짜 맛있어요,,1,,,,,,,,
웨이팅을 하긴했으나 평일이라 그렇게 오래 하진 않았어요!,,,,,1,,,,,
현지인인데도 처음 먹어 봤는데 최근 먹어 본 시그니처 커피 중 제일 맛있었고,,1,,,,,,,,
사장님의 철학이 담겨 있는 커피 같았어요 맨 위에는 달달한 크림 그 다음 부드러운 라떼 이후 또 달달함이 일부러 층을 내 최고의 맛을 낸 듯했습니다!,,1,,,,,,,,
섞어 먹으면 전체적으로 달달하겠지만,,1,,,,,,,,
저는 나뉘어져 있는 순서대로 먹는 것이 너무너무 맛있었어요!,,1,,,,,,,,
재방문 의사 x100,,,,,,,,,,1
크림이 부드러웠다!,,1,,,,,,,,
정말 독보적인 맛입니다.,,1,,,,,,,,
어떤 커피와도 비교 불가!!,,1,,,,,,,,
주문할 때 두 잔을 주문해야할 듯,,1,,,,,,,,
예전 방문 땐 2시간 웨이팅이었는데,,,,,1,,,,,
이번 방문 땐 운 좋게 20분 정도 기다렸어요,,,,,1,,,,,
강릉 여행하면 꼭 다녀와야한다 해서 방문했어요!,,,,,,,,,,1
평일 웨이팅하고 먹었어요,,,,,1,,,,,
다음에 또 가고 싶어요,,,,,,,,,,1
음,,,,,,,,,,
강릉에서 먹어 본 여러 커피집이 제천 꼬네에서 먹어 본 커피 맛은 못 따라오네요,,1,,,,,,,,
첫 크림 맛은 좋은데 자꾸 마실수록 커피 본연 맛보다는 두유 맛이 납니다,,1,,,,,,,,
검은콩 두유 맛이라 할까 커피 70,,1,,,,,,,,
맛에 두유 느낌 30,,1,,,,,,,,
오픈 런 웨이팅 20분 대기하고 들어와서 주문 후 20분 걸려 음료 받음,,,,,1,,,,,
더 현대 카멜 커피 비슷한 크림 커피,,1,,,,,,,,
맛은 있는 데 줄 설 정도는 아닌 대체 자가 곳곳이 많은 정도,,,,,1,,,,,
강릉 초당 커피 정미소 누룽지 크림이 이것보다 더 나은 듯 개인적인 위견임돠,,1,,,,,,,,
맛있어서 포장도 해서 갔어요,,1,,1,,,,,,
매장에서 먹고 또 생각 날까 봐서 아쉬워서 추가 주문 후 테이크아웃.,,1,,1,,,,,,
워낙 유명한 대형 카페라 그런지 직원들이 너무 친절하고,,,,,,,,,,
시스템이 잘 돼 있었어요!,,,,1,,,,,,
생각보다 내부도 넓어서 많은 인원이 들어갔는 데 오픈 시간쯤 대기해야지 조금만 늦게 가도 너무 긴 줄이라 그 땐 다른 커피숍을 추천합니다,,,,,1,1,,,,
맛이 생각보단 특별하지 않았어요..,,1,,,,,,,,
진짜 맛있어요 툇마루 커피,,1,,,,,,,,
드디어 먹어 봤습니다,,,,,,,,,,
점심 먹은 곳이랑 가까워서 가봤믄데 줄 서 볼 만 하겠는 데 해서 섰다가 주문하고 받는 거까지 총 1시간 20분 걸렸네요,,,,,1,,,,,
하하 인당 2 잔은 먹어야한다 해서 4명이서 6 잔 시켰어요,,1,,,,,,,,
결과는 너무 맛있었고 맛있었습니다,,1,,,,,,,,
다음엔 줄이 좀 더 짧으면,,,,,1,,,,,
그땐 또 먹어 볼지도...!?,,,,,1,,,,,
주차장은 있긴한데 협소해서 앞에 길에 다가 주차하더라구요,,,,,,,,1,,
가까운 곳에서 밥 먹고 걸어오는 것이 제일 좋은 듯,,,,,,,,,,1
카페 오픈 런은 인생에서 처음이 넜네요.,,,,,1,,,,,
매장 내 주문받으시는 분은 아나운서를 준비하셨는지 한결 같은 톤으로 모든 고객에게 같은 말을 반복하는 데도 친절 도가 일관됐어요.,,,,1,,,,,,
주문하는 이도 기분이 좋아지네요.,,,,1,,,,,,
웨이팅을 해서라도 마셔 보고 싶었던 툇마루 커피!,,,,1,,,,,,
카페가 이전했는 데 인테리어가 깔끔해서 이뻐요!,,,,,,1,,,,
직원분이 너무 친절하셔서 인상에 남고,,,,1,,,,,,
30분 웨이팅,,,,,1,,,,,
음료 제조 30분,,1,,,,,,,,
마시는 시간 3분 걸린 툇마루 커피도 꼬숩고 맛있었어요,,1,,,,,,,,
1시간 정도 웨이팅..,,,,,1,,,,,
흑임자 라떼는 맛있었어요,,1,,,,,,,,
역시나 맛있는 툇마루네요....,,1,,,,,,,,
둘이 가서 3 잔 시켜 먹었습니다,,,,,,,,,,1
여기보다 맛있는 흑임자 커피는 못 먹어 봤네요,,1,,,,,,,,
웨이팅이 있긴하지만 충분히 기다릴 망한 맛입니다!!,,,,,1,,,,,
무조건 평일에 방문하세요,,,,,,,,,,1
들어가는 데 20분 들어가서 커피 기다리는 데 30분 걸려요.,,,,,1,,,,,
주차공간은 별로 없어요,,,,,,,,1,,
아직도 대기가 길지만 먹을 만함,,,,,1,,,,,
커 커피가 맛있어요,,1,,,,,,,,
커피가 맛있어요.,,1,,,,,,,,
근데 매장 안에 자리는 많은데,,,,,,1,,,,
밖에 웨이팅도 너무 길고,,,,,1,,,,,
주문하고 음료 받는 시간도 너무 오래 걸립니다.,,,,1,,,,,,
땡볕에 40분을 서 있다 들어왔는데 2층 자리가 거의 벼 있는 걸 보니 허무하네요.,,,,,1,,,,,
저번에도 그랬는데… 바 인력을 더 보강하고,,,,1,,,,,,
테이크 아웃과 매장 이용도 분리 운영하시면 좋을 것 같습니다.,,,,1,,,,,,
오픈 런해도 대기 손님 있어요,,,,,1,,,,,
웨이팅은 기본인 매장인 것 같습니다,,,,,1,,,,,
대표 툇마루 커피는 진짜 한 모금 먹자마자 와 진짜 맛있다 감탄이 절로 기다린 보람이 매장 뷰도 좋고 맛있었어요,,1,,,,,1,,,
강릉 올 때마다 오는 곳이에요,,,,,,,,,,1
진짜 커피 맛 최고에요,,1,,,,,,,,
뭔가 중독성 있는 맛,,1,,,,,,,,
윗부분 맛 나용,,1,,,,,,,,
악명 높은 웨이팅의 툇마루 커피 주말 방문 예정이시라면 꼭 오픈 30분 전에는 오시길 추천 드려요!!,,,,,1,,,,,
금 토 일 3일을 계속 지나다녔는 데 사람이 항상 많더라구요..,,,,,1,,,,,
그래도 오픈 런으로 많이 안 기다리고 마셔서 더 맛있었어요!!,,,,,,,,,,
예상한 것보다 훨씬 꼬 ~소한 맛이었어요!!,,1,,,,,,,,
일단 안에 입장하면 뷰도 좋고,,,,,,,1,,,
여유롭게 마실 수 있는 데,,,,,1,,,,,
자리가 벼도 사람을 꽉꽉 채워 넣질 않더라구요...,,,,,1,,,,,
그래서 웨팅이 더 긴 듯 웨이팅 없는 시간 잘 노려서 성공하시길 바랍니다!,,,,,1,,,,,
줄 서는 것이 이유가 있었네요,,,,,1,,,,,
대표 메뉴 툇마루 커피,,1,,,,,,,,
커피 좋아하지 않는 분들도 부담 없이 마시기 좋아요.,,1,,,,,,,,
다음날 또 마시려고 갔는데 줄이...,,,,,1,,,,,
포기하고 돌아왔어요,,,,,1,,,,,
운 좋게 소문보다는 짧게 30분 정도만 줄 서긴했는데 흑임자 라떼가 유명할 만 하네요.,,,,,1,,,,,
하지만 30분 넘게 줄을 서야한다면..,,,,,1,,,,,
음…,,,,,,,,,,
흑임자 커피 워우워 맛있다!!!!!!!!,,1,,,,,,,,
40분 웨이팅이 힘들지만 마시는 순간 다 녹아요,,1,,,1,,,,,
웨이팅이 아깝지 않은 맛입니다,,1,,,1,,,,,
강릉 가면 꼭 들려야하는 코스!,,,,,,,,,,1
이번 여행에서도 2일 내내 먹었지만 질리지 않아요.,,1,,,,,,,,
지금 또 생각 나는 맛,,1,,,,,,,,
어마 무시한 줄을 기다려 먹은 커피!,,,,,1,,,,,
커피 맛집 인저요.,,1,,,,,,,,
흑임자 라떼 커피,,1,,,,,,,,
툇마루 커피 진짜 맛있어요,,1,,,,,,,,
달콤한 크림으로 시작해서 쌉싸름한 커피를 거쳐 흑임자 향으로 마무리!!,1,,,,,,,,,
현미 누룽지 쿠키도 맛있어서 가족들 기념품으로 사 왔어요.,,1,,,,,,,,
강릉 오면 항상 들리는 곳입니다,,,,,,,,,,1
평일 오전 11시 10분 전에 줄 서니 앞에 20명 정도 있었는데 금방 들어가서 주문할 수 있었고요.,,,,,1,,,,,
자리도 넉넉했습니다.,,,,,1,,,,,
음료는 주문하고 20분 뒤에 받을 수 있었고,,,,,1,,,,,
추가 음료 주문했는 데 그건 금방 나왔어요!,,,,,1,,,,,
툇마루 커피 맛은 흑임자 크림 너무 부드럽고,,1,,,,,,,,
커피가 진해서 고소하니 맛있었답니다.,,1,,,,,,,,
첨부터 세 잔 시킬걸 둘이 와서 두 잔 먹고 아쉬워서 한 잔 더 추가 주문해서 마셨어요.,,,,,,,,,,1
평일 오전 강추 합니다!!,,,,,,,,,,1
근처 순두부 집에서 10시 반쯤 먹고 일루 넘어가면 딱 시간 맞아요,,,,,,,,,,1
툇마루 강릉 가면 꼭 들리는 곳.,,,,,,,,,,1
흑임자 라떼!!!,,1,,,,,,,,
흑임자 커피 다른 거하고 비교 불가예요,,1,,,,,,,,
위에 크림이랑 커피만 먹고 싶어요,,1,,,,,,,,
워낙 유명한 곳이라 긴 웨이팅 시간을 감안하며 1시간 40분 만에 먹게 된 툇마루 커피 내 돈 내 산 평가,,,,,1,,,,,
일단 첫 입에 고소한 흑자임과 크림이 고소함과 달달함을 전달해요.,,1,,,,,,,,
하지만 두 세입 마시면 여느 커피와 비슷한 맛이 나서...,,1,,,,,,,,
두세 입만 고소하고 달달한 맛을 느낀 수 있어요.,,1,,,,,,,,
그리고 방문객이 문제 삼는 웨이팅 시간은..,,,,,1,,,,,
역시 테이블 링 같은 기기가 필요해 보여요.,,,,1,,,,,,
또 포장과 매장 이용이 분리가 되지 않아 불편했어요.,,,,1,,,,,,
여름이나 겨울에 기다렸다,,,,,,,,,,1
먹긴 힘들 것 같다는 생각이 들어요.,,,,,,,,,,1
암튼 한 번은 먹을 만한 맛입니다,,,,,,,,,,1
오래 기다리는 것이 싫어서 여지껏 미루고 안 갔었는데요.,,,,,1,,,,,
근처를 지나게 되서 대기가 길면 돌아오잔 생각으로 갔어요.,,,,,1,,,,,
평일 오후 5시 30분쯤이었는데 대기가 0명이어서 기분 좋게 매장에서 마셨어요.,,,,,1,,,,,
간간히 고양이들이 왔다갔다 하는 정원 뷰라 귀여움 뷰였습니다.,,,,,,,1,,,
아하...,,,,,,,,,,1
커피... 정말 맛있네요.,,1,,,,,,,,
아는 맛인데 경험하지 못 했던 맛이예요.,,1,,,,,,,,
분명 설명은 하겠는데 비슷한 맛을 골라서 표현을 못 하겠어요.,,1,,,,,,,,
아깝다고 천천히 드시지 말고 얼음이 녹기 전에 드세여.,,1,,,,,,,,
여전히 줄 서는 거 싫지만 다음 방문는 30분 정도는 줄을 서 볼까 싶지만,,,,,1,,,,,
최소 1 시간이라는 말에 나는 놀라고,,,,,1,,,,,
대기 1도 안 했다는 내 말에 지인들이 충격을 받네요.,,,,,1,,,,,
전생에 툇마루 만들던 목공이었을까요?,,,,,,,,,,1
툇마루 열심히 닦던 언년이였을까요?,,,,,,,,,,1
툇마루 커피 5500원,1,,,,,,,,,
월요일 오후 1시에 방문하니 이미 줄이 길게 서 있었고 35분 웨이팅 후 입장하니 주문 후 20분 뒤 음료 나옴.,,,,,1,,,,,
시그니처 툇마루 커피는 첫 입 먹어 보니 맛은 있었으나...,,1,,,,,,,,
그 담부터는 밍밍하고 이 맛도 저 맛도 아닌 듯,,1,,,,,,,,
1시간 가량 줄 서서 먹을 맛은 아니였음!,,1,,,1,,,,,
이것보다 맛있는 커피는 얼마든지 많음...,,1,,,,,,,,
평일임에도 1시간 정도 기다렸지만 기다린 만큼 커피가 너무 맛있어요!,,1,,,1,,,,,
다음에 또 방문하고 싶어요!!,,,,,,,,,,1
강릉에 핫한 특별한 음료 커피가 있다고 해서 이 곳에 들렸는 데 사람들이 줄을 길게 서 있더라구요,,,,,1,,,,,
우리도 줄을 서 커피 툇마루 커피 사 왓어요,,,,,,,,,,
특별한 맛이더라구요,,1,,,,,,,,
맛있었어요,,,,,,,,,,
방문,,,,,,,,,,
22.11.13,,,,,,,,,,
일,,,,,,,,,,
오후 3시 입장,,,,,,,,,,
대기 20분,,,,,1,,,,,
주문,,,,,,,,,,
툇마루 커피 2 잔,,,,,,,,,,
아메리카노,,,,,,,,,,
hot,,,,,,,,,,
1 잔,,,,,,,,,,
주말 방문이라 웨이팅 걱정했는 데 제 생각보다는 일찍 입장했어요!,,,,,1,,,,,
당일에 비가 꽤 오기도했고 약간 늦은 오후에 방문해서 그랬던 것 같아요!,,,,,1,,,,,
주문하고 나서도 메뉴 나오는 데까지 10분 정도는 걸립니당!,,,,1,,,,,,
따로 진동 벨 없고,,,,1,,,,,,
카톡 알림으로 메뉴 완성 됐다고 보내 주시더라구요!,,,,1,,,,,,
툇마루 커피는 기대했던 만큼 맛있었어요!!!!,,1,,,,,,,,
별로 달지도 않고,,1,,,,,,,,
크림이랑 커피가 물감 섞이듯이 조화로운 맛이예요!!,,1,,,,,,,,
특별한 맛은 아니지만,,1,,,,,,,,
기억에 남는 맛이예요,,1,,,,,,,,
다른 분들도 나오면서 맛있다는 이야기하시더라구요!,,1,,,,,,,,
아메리카노는 약간 산미 있지만 고소한 맛이였는데 괜찮았어요!!,,1,,,,,,,,
궁금하면 시간 걸리더라도 한 번 드셔 보세요!,,,,,1,,,,,
역시 줄 서서 먹는 이유가 있다.,,,,,1,,,,,
웨이팅 40 분하고 들어갔는 데 음료 나오는 데 20분 걸리더라고요,,,,,1,,,,,
흑임자 라떼 맛있긴한데 웨이팅 2번은 힘들 것 같아요,,,,,1,,,,,
웨이팅 방식만 좀 바뀌면 좋겠네요,,,,,1,,,,,
사람들이 줄을 엄청 길게 서 있는 데 나와서 보는 직원 하나 없고,,,,,1,,,,,
햇빛 때문에 더워 죽겠는데 누군가 말을 하니까 그제서야 양산 들고 나옴.,,,,1,,,,,,
안에 자리는 텅텅 볐는 데 많은 인원 수용을 못 하는 건 직원들이 우르르 서서 일을 못 하는 거지 개선을 하던지 밖에 다들 덥게 서 있는 데 얼마나 걸린다,,,,1,,,,,,
기다려 달라 컨트롤 하는 직원들끼리 잡담하고 있음.,,,,1,,,,,,
그런 거 할 시간에 한 번이라도 밖에 어쩌고 있는 지 체크나 하지 30분 동안 직원 단 한 명도 안 나와 봄 들어와서 주문하고 나니까 그제서야 나가서 줄 세우고,,,,1,,,,,,
주문 받고 함,,,,,,,,,,
브레이크 타임이세요?,,,,,,,,,,
음료도 사람에 비해 만드는 속도가 너무 느림 직원 우르르 서서 뭐 하세요,,,,,,,,,,
그렇게 기다릴 만한가?,,,,,,,,,,
네.,,,,,,,,,,
충분하네요.,,,,,,,,,,
한 모금 먹고 눈이 번쩍 떠질 만큼..,,1,,,,,,,,
오픈 전 30분 기다려서 들어왔어요.,,,,,1,,,,,
툇마루 커피는 어디서도 맛 본 적 없는 맛이예요.,,1,,,,,,,,
현미 누룽지,,,1,,,,,,,
마들렌도 맛있구요.,,1,,,,,,,,
좋습니다,,,,,,,,,,
툇마루는 진짜 최고예요,,1,,,,,,,,
아..,,,,,,,,,,
음료 나오는 데 35분 마시는 데 1분........,,,,1,,,,,,
빠른 나날들에 쉼표를 찍고자하시는 분들은 추천 나는 여전히 달려 나가겠다,,,,,,,,,,1
하시는 분들은 패스.,,,,,,,,,,1
줄 서서 들어가서 먹고,,,,,,,,,,1
나가기 전에 보관해 둔 기존 영수증을 가지고 가서 포장 주문해 두면 나가면서 포장해서 갈 수 있어요,,,,1,,,,,,
항상 긴 대기 줄이 있는 곳,,,,,1,,,,,
강릉의 카페 툇마루!,,,,,,,,,,
아메리카노 툇마루 커피 마들렌 쿠키 모두 맛있어요..!,,1,1,,,,,,,
강릉 갈 때마다 들르고 싶은 곳이에요,,,,,,,,,,1
강릉 여행 가면 꼭 가세요!!,,,,,,,,,,1
커피 좋아하시면 강추 드려요!!,,,,,,,,,,1
흑임자 꼬소한 크림과 에스프레소가 넘 잘 어우러져 있어요!!,,1,,,,,,,,
웨이팅이 최소 30분이 여서 기다림이 힘들지만,,,,,1,,,,,
툇마루 커피 한 입 마시고 기다릴 가치가 있는 맛입니다!!,,1,,,,,,,,
툇마루 시그니쳐 흑임자 라테 진한 맛이 좋아요.,,1,,,,,,,,
매장 내 자리는 많은데,,1,,,,1,,,,
밖에서 대기가 넘 기네요.,,,,,1,,,,,
목요일 오전10:40 분에 갔는데 이미 웨이팅 있었어요,,,,,1,,,,,
저는11:09에 주문하니까 10분 뒤에 음료 나왔어요!,,,,1,,,,,,
그리고 툇마루 커피 맛이 흑임자 맛이 생각보다 안 느껴지더라구요,,1,,,,,,,,
첫 입에 흑임자 맛이 살짝 느껴지는 정도?,,1,,,,,,,,
그냥 달달한 크림 커피 같은 느낌입니다!,,1,,,,,,,,
한 번쯤은 먹어 볼 만해여,,1,,,,,,,,
그리고 마시고 나왔을 때도 웨이팅 있었어요,,,,,1,,,,,
맛있는 데 양이 적어용,,1,,,,,,,,
유명하다길래 들렀는 데 우와,,,,,,,,,,1
테이크아웃도 30여 분,,,,,1,,,,,
맛나긴한데 너무 기다린다.,,,,1,1,,,,,
한 번은 기다렸다 먹을 수 있으,,,,1,1,,,,,
웨이팅 한 시간 정도 걸렸어요 툇마루 커피 진짜 맛있네요!!,,,,,1,,,,,
은은한 흑임자 크림과 진한 에스프레소가 정말 잘 어울려요,,1,,,,,,,,
쑥 인절미 마들렌은 안에 떡이랑 고소한 크림이 들어 있어서 맛있게 잘 먹었습니다 기다린 보람이 있는 맛이에요,,1,1,,,,,,,
맛이 예전 같지 않습니다.,,1,1,,,,,,,
한 시간씩 기다려도 흑임자의 고소하고 달콤한 크림 맛에 시간이 아깝지 않았는 데,,1,,,1,,,,,
크림 맛이 연해지고,,1,,,,,,,,
특별하던 맛이 일반적인 맛으로 변했네요.,,1,,,,,,,,
아래 커피 부분은 원래 기대 안 했던 맛이라 제외한다고 해도,,1,,,,,,,,
크림 하나 보고 먹으러 왔던 곳인데 세 잔 다 별로였습니다.,,1,,,,,,,,
아쉽네요.,,,,,,,,,,
강릉만 가면 꼭 가는 곳!!,,,,,,,,,,1
대기 시간이 매우 길지만,,,,,1,,,,,
주문하고도 20분은 기다려야해요,,,,,1,,,,,
한 번쯤은 먹을 만해요,,,,,,,,,,1
커피도 음료도 맛있는 데 웨이팅이 있음 기다림을 요합니다,,1,1,,1,,,,,
툇마루 커피 샷 연하게 먹었는 데 더 고소하고 좋았어요,,1,,,,,,,,
줄 서서 커피를 먹어 본 건 처음이지만,,,,,1,,,,,
또 방문할 의사 있습니당!!,,,,,,,,,,1
아는 듯 신기한 맛이었어요,,1,,,,,,,,
한 번 도전해 볼 만해요,,,,,,,,,,1
예전 카페 툇마루 때부터 강릉 갈 때마다 갔었는데,,,,,,,,,,1
코로나 이후 새롭게 이전한 곳은 처음 방문해 봤습니다.,,,,,,,,,,1
여전히 시그니처 커피는 어디서도 맛볼 수 없는 맛이긴했지만,,1,,,,,,,,
개인적으로 이전보다 약간 밍밍해진 것 같더라고요.,,1,,,,,,,,
커피 양이 살짝 많아져서 크림이 적게 느껴진 거인지 모르겠지만요.,,1,,,,,,,,
그래도 맛있는 커피숍이에요!!,,1,,,,,,,,
웨이팅이 엄청 난다고 해서 너무 길면 다른 데 가야겠다 하고 왔는데 네 다섯 명?,,,,,1,,,,,
정도 있길래 기다려 봤어요 20분 정도 걸렸고,,,,,1,,,,,
음료도 20분 정도 기다린 거 같아요,,,,,1,,,,,
그냥 크림 커피인 줄 알았는데 흑임자 크림이더라구요!,,1,,,,,,,,
맛있게 잘 마셨습니다,,1,,,,,,,,
개인적으로 더 쫀득하고 달달한 크림이 좋지만 그랬으면 이 맛이 안났을수됴?,,1,,,,,,,,
기다리는 데 직원 분 나와서 양산 필요한지,,,,1,,,,,,
가방 무거우니 맡아 주겠다고도 하고,,,,1,,,,,,
제 손에 들고 있던 쓰레기도 먼저 버려 주시겠다고 해서 소소하게 기분 좋았습니다.,,,,1,,,,,,
이 카페의 방침일 수도 있지만 넘 좋았어요,,,,1,,,,,,
강릉에 처음 오는 데 좋은 기억 가지고 가요,,,,,,,,,,1
강릉 필수 코스!,,,,,,,,,,1
달달 고소한 흑임자 아인슈패너,,1,,,,,,,,
주말 한 시간 웨이팅은 기본인 툇마루 궁금해서 못 참겠다 냅다 기다렸고 한 시간 투자한 결과 먹기 잘했다는 생각이 들긴했으나 또 갈지는 의문,,,,,1,,,,,
매장도 넓고,,,,,,1,,,,
좌석도 쾌적하다,,,,1,,1,,,,
혼자 마시기에도 완전 좋음.,,,,,,,,,1,
기다리는 시간이나 커피 나오는 시간이나 또 이 또 이 비슷하게 걸린다,,,,,1,,,,,
기다림에 대해서는 친절한 편은 아니지만,,,,,1,,,,,
자리 지켜야함,,,,,,,,,,1
안내하시는 직원분은 친절하시다,,,,1,,,,,,
커피는 흑임자 맛이 강할 줄 알았는 데 적당한 그 언저리 단맛도 딱!!!,,1,,,,,,,,
너무 적절하게 달고 크림도 꾸덕하지 않고 적당하다 음 이 적당하다는 것은 먹어 본 사람만 알 듯,,1,,,,,,,,
아무튼 한번쯤 추천!,,,,,,,,,,1
주말에 가니 대기가 너무너무 길어용,,,,,1,,,,,
밖에서도 삼십 분? 기다리고 안에 가서도 삼십 분 기다렸네요 정말 오래 기다렸습니다,,,,,1,,,,,
아직 줄 서서 대기하다니…. 이렇게까지 먹어야하나 생각 많이 하고 나중에라도 먹고 싶을까 봐 기다렸습니다,,,,,,,,,,1
이것이 무슨 일??!!! 아직 다른 곳에서 먹어 보지 못한 맛… 저는 애초에 두 잔 시켜서 두 잔 다 먹엇어요,,1,,,,,,,,
다른 분들 꼭 드시길!,,,,,,,,,,1
아 마들렌도 애들이 좋아해요,,,1,,,,,,,
언제 먹어도 맛있네요,,,,,,,,,,1
예쁜 것도 있지만,,,,,,1,,,,
툇마루 커피가 너무 맛있어서 웨이팅 있어도 자주 오게 되요,,1,,,,,,,,
줄 서서 대기 1 시간..,,,,,1,,,,,
툇마루 커피 한 잔은 양이 많지 않아서 자리에선 금방 먹어요.,,1,,,,,,,,
근데 정말 맛있긴하네요,,,,,,,,,,1
흑임자 크림 맛도 좋지만,,1,,,,,,,,
위에 에스프레소랑 같이 달달하게 올라와 있어서 다들 좋아할 만하다 싶었어요,,1,,,,,,,,
한 번쯤은 줄 서서라도 먹어 볼 만합니다,,,,,,,,,,1
최애 카페,,,,,,,,,,1
웨이팅 시스템만 개선된다면 더 좋을 카페인 것 같아요,,,,1,,,,,,
밖에서 30분 정도 줄 서 있었고 주문 후 20분 정도 기다려서 커피 받았어욤,,,,,1,,,,,
평일이라 생각보다 오래 안 걸렸어요 툇마루 커피 반신반의 하면서 먹었는데 맛있긴했습니다,,1,,,,,,,,
오묘하게 달달한 맛이 느껴지는 것이… 쑥 인절미 마들렌도 진짜 맛있었어요,,1,1,,,,,,,
인절미 좋아하시는 분이면 드세요,,,1,,,,,,,
웨이팅 한 거 별로 후회 없는 맛이었어요,,,,,,,,,,1
평일 목요일 오후 12시 30분쯤 방문했습니다.,,,,,,,,,,1
밖에서 대기 30분 주문 후 커피 받는 데까지 25분 총 1시간 안 되게 기다렸네요,,,,,1,,,,,
D 웨이팅 할 만 할 정도로 툇마루 커피 맛 너무 너무 좋습니다.,,1,,,,,,,,
밖에서 햇빛 가림용으로 우산 대여해 주시고 매장 직원 분들 모두 다 친절하세요.,,,,1,,,,,,
흑미라떼 웨이팅 50 분 음료 제조 20분 대기 적절하게 맛났어요,,1,,,,,,,,
전 커피 맛이 약하게 느껴졓어요,,1,,,,,,,,
흑 미크림은 고소하니 꾸덕하지 않고 맛났어요,,1,,,,,,,,
누룽지 쿠키는 옛날에 누룽지에 설탕 뿌린 그 맛에 좋았어요,,,1,,,,,,,
줄 서서 먹은 툇마루 맛있게 잘 먹었습니다,,1,,,1,,,,,
툇마루 커피! 오래 기다려야 되지만 커피가 너무 맛있어요!,,1,,,,,,,,
이 집 커피는 진짜 인정.,,1,,,,,,,,
흑임자를 별로 안 좋아했는 데도 툇마루 커피는 너무 맛있어서 다시 먹고 싶더라구요.,,1,,,,,,,,
추가 주문 가능한 걸 알았다면 다시 시켰을 터인데 아쉬워요.,,1,,,,,,,,
강릉 여행 다시 가면 꼭 다시 방문하고 싶네요.,,,,,,,,,,1
그땐 웨이팅 방식이 조금 나아져 있었으면 좋겠어요! 한 시간씩 기다리며 먹을 정돈 아닙니다.,,,,,1,,,,,
커피가 고소하고 맛있오요,,1,,,,,,,,
비 오는 데도 여전히 줄은 기네요,,,,,1,,,,,
오픈 전에 와서 30분 넘게 기다려서 주문하고 커피도 20분 기다려 받았습니다,,,,,1,,,,,
토요일인데도 운이 좋아서 웨이팅 짧아서 완전 좋았어요!,,,,,1,,,,,
2 잔 먹고 바로 재주문했어요!,,,,,,,,,,1
마들렌도 맛있고,,,1,,,,,,,
커피도 너무 맛있어요,,1,,,,,,,,
30분 대기후 들어가서 음료도 30분 기다렸어요,,,,,1,,,,,
대기할 때 양산도 주시고,,,,1,,,,,,
캐리어는 안에 맡겨 주셔서 덜 힘들게 기다렸어요!,,,,1,,,,,,
흑임자 라떼는 역시 존맛 생각보다 양이 그렇게 적진 않았어요,,1,,,,,,,,
흑임자가 들어간 라떼 커피를 맛보기까지 40분 밖에서 기다리고 주문 후 자리를 잡고 매장에서 15분 더 시 다리고 먹어 본 결과 미숫가루 맛이 나는 고소함에 달달함 끝에 커피 맛.. 결론은 맛은 좋아요.,,1,,,,,,,,
다만 기다린 시간에 비해 잔이 작아 1 인 2 잔은 마셔야 그래도 제대로 맛 봤다는 느낌.,,1,,,,,,,,
웨이팅 테크 아웃과 매장 이용 줄이 한 줄이라 그것도 좀..아쉽다.,,,,1,,,,,,
주차장이 방문객에 비하면 많이 협소하고,,,,,,,,1,,
의자가 나무 의자라 엉덩이가 좀 있으면 아파요.,,,,,,1,,,,
친절하고 좋아요,,,,1,,,,,,
왜 그렇게들 강릉 가면 툇마루 하는 지 알 것 같은 맛!!,,1,,,,,,,,
툇마루 커피 무진장 오래 걸렸지만 유명하니까!! 기다림!!! 근데 맛있어서 추천 진짜로 추천 추천 기다려서 먹을 만한 커피..줄 서서라도 먹을 가치가 있어요.,,1,,,,,,,,
계속 가고 싶어요.,,,,,,,,,,1
진짜 오래 기다려서 먹었는데 그만큼 맛있다고 하네요. 커피 못 마시는 저도 조금 마셔 봤는데 왜 기다리는 지 알 것 같았어요.,,1,,,,,,,,
하지만 바쁘다 보니 친절도는 다소 아쉽네요..,,,,1,,,,,,
저는 담에 또 기다릴 것 같진 않지만 분명 한 번쯤은 기다려서 마셔 봐도 될 것 같아요!,,,,,,,,,,1
아 주차도 좀 힘들었어요,,,,,,,,1,,
2년 만에 다시 찾은 툇마루! 처음 방문했을 때 비 오는 날이었음에도 불구하고 기다렸다가 마신 툇마루 커피 맛에 이것만 먹기 위해서라도 강릉에 오겠다고 다짐하던 내 짝하지.,,,,,,,,,,1
이번 여행은 부모님과 함께 했는데.. 음료를 마시기까지 2 시간 웨이팅.. 맛은 여전히 좋았지만..마시는 데는 5분도 안 되는 아쉬움..,,1,,,1,,,,,
기다리면서 모든 이야기를 나누다 보니 마시는 시간은 금방,,,,,,,,,,1
그래도 기다림이 힘들었던 투털이 아빠가 마시고 나선 매우 흡족해해서 다행이었음!!,,,,,,,,,,1
누구에게나 호불호가 있겠지만 우린 웨이팅 1 시간까지는 기다리며 먹겠다는 마음이다!,,,,,,,,,,1
그래도..뭔가 웨이팅 방식의 변화가 있었음 한다..,,,,1,,,,,,
테이크아웃 전문 코너가 있었으면..,,,,1,,,,,,
주말에 1시간 30분 웨이팅이 있었지만 넘 맛있게 먹었어용,,,,,1,,,,,
